subject,condition,studyResp,named,whichItem,trial
1,3,3,1,27,171
1,2,3,1,114,172
1,1,3,1,113,173
1,0,3,1,80,174
1,3,3,1,35,175
1,2,3,1,2,176
1,3,3,1,55,177
1,3,3,1,4,178
1,0,3,1,49,179
1,0,3,1,45,180
1,3,3,1,72,181
1,0,3,0,24,182
1,2,3,1,86,183
1,2,3,1,66,184
1,3,3,1,19,185
1,0,3,1,77,186
1,0,3,1,111,187
1,3,3,1,74,188
1,2,3,1,28,189
1,2,3,1,26,190
1,0,3,1,98,191
1,1,3,1,94,192
1,0,3,1,112,193
1,0,3,1,52,194
1,2,3,1,91,195
1,1,3,1,65,196
1,0,3,1,107,197
1,3,3,1,79,198
1,3,3,1,15,199
1,0,0,0,63,200
1,1,1,0,30,201
1,1,2,1,25,202
1,2,2,1,102,203
1,2,2,1,97,204
1,1,2,1,116,205
1,1,2,1,82,206
1,3,2,1,62,207
1,2,2,1,50,208
1,3,2,1,81,209
1,2,2,1,88,210
1,3,2,1,67,211
1,3,2,1,78,212
1,1,2,1,39,213
1,3,2,1,40,214
1,0,2,1,20,215
1,3,2,1,51,216
1,2,2,1,13,217
1,1,2,1,84,218
1,2,2,0,12,219
1,0,2,1,108,220
1,0,0,0,101,221
1,1,2,0,47,222
1,1,2,1,41,223
1,2,1,0,37,224
1,0,2,1,118,225
1,3,2,1,53,226
1,2,2,1,61,227
1,3,0,0,119,228
1,0,1,0,48,229
1,3,2,1,95,230
1,2,2,1,64,231
1,1,1,0,5,232
1,3,2,1,92,233
1,3,2,1,76,234
1,1,3,1,29,235
1,2,2,1,103,236
1,1,2,1,59,237
1,3,1,0,87,238
1,2,2,1,31,239
1,1,2,1,89,240
1,2,2,1,91,241
1,2,2,1,85,242
1,1,2,1,116,243
1,1,1,0,120,244
1,0,2,1,14,245
1,1,2,1,56,246
1,0,2,1,10,247
1,0,2,1,24,248
1,0,2,1,108,249
1,0,2,1,112,250
1,0,2,1,20,251
1,1,2,1,82,252
1,3,2,1,1,253
1,0,2,1,117,254
1,1,2,1,29,255
1,3,2,0,54,256
1,0,2,1,71,257
1,0,2,1,98,258
1,1,2,1,39,259
1,2,2,1,11,260
1,1,2,1,43,261
1,3,2,1,27,262
1,3,2,1,58,263
1,0,1,0,101,264
1,0,2,1,75,265
1,3,2,1,40,266
1,0,2,1,49,267
1,0,1,0,96,268
1,2,2,1,66,269
1,3,2,1,32,270
1,2,2,1,61,271
1,2,1,1,46,272
1,1,2,1,73,273
1,3,2,1,4,274
1,0,1,0,118,275
1,3,2,1,35,276
1,2,2,1,114,277
1,1,2,1,105,278
1,2,2,1,31,279
1,1,2,1,100,280
1,1,2,1,42,281
1,0,2,1,80,282
1,0,1,0,48,283
1,2,1,0,86,284
1,3,2,1,38,285
1,3,2,1,93,286
1,0,1,0,22,287
1,3,1,0,74,288
1,1,2,1,115,289
1,1,1,0,16,290
1,0,1,0,45,291
1,2,2,1,88,292
1,1,2,1,59,293
1,0,2,1,52,294
1,1,1,1,36,295
1,0,1,0,57,296
1,2,2,1,103,297
1,3,2,1,76,298
1,2,2,1,64,299
1,2,2,1,2,300
1,1,2,1,30,301
1,1,2,1,113,302
1,1,1,1,5,303
1,3,2,1,92,304
1,0,1,1,107,305
1,2,2,1,102,306
1,3,2,1,67,307
1,0,2,0,63,308
1,1,2,1,94,309
1,0,2,1,8,310
1,2,2,1,18,311
1,2,1,0,109,312
1,1,2,0,89,313
1,3,2,1,51,314
1,1,1,1,99,315
1,1,2,1,21,316
1,3,1,1,81,317
1,2,2,1,50,318
1,2,2,1,26,319
1,3,1,0,119,320
1,3,2,1,6,321
1,2,2,1,69,322
1,3,2,1,78,323
1,0,2,1,83,324
1,2,3,1,13,325
1,0,2,1,68,326
1,1,2,1,33,327
1,1,1,0,84,328
1,3,2,1,62,329
1,1,2,1,25,330
1,3,2,1,79,331
1,2,1,0,44,332
1,1,2,0,47,333
1,1,2,1,41,334
1,2,2,1,9,335
1,2,2,1,104,336
1,1,2,1,90,337
1,0,2,1,77,338
1,3,2,1,72,339
1,3,2,1,87,340
1,3,2,1,55,341
1,1,2,1,34,342
1,3,2,1,19,343
1,2,2,1,28,344
1,3,3,1,70,345
1,2,2,0,12,346
1,0,2,1,17,347
1,3,2,1,110,348
1,0,1,0,7,349
1,1,1,0,65,350
1,2,2,1,3,351
1,2,2,0,37,352
1,0,2,1,60,353
1,2,2,1,23,354
1,3,2,1,15,355
1,2,2,1,106,356
1,3,2,1,95,357
1,0,2,1,111,358
1,2,2,1,97,359
1,3,2,1,53,360
2,2,2,1,47,1
2,0,2,1,106,2
2,2,3,1,54,3
2,3,3,1,3,4
2,2,2,1,6,5
2,0,3,1,67,6
2,0,2,1,81,7
2,0,3,1,33,8
2,1,3,1,25,9
2,0,2,0,86,10
2,3,3,1,34,11
2,1,3,1,116,12
2,0,3,1,118,13
2,1,3,1,69,14
2,2,2,1,84,15
2,3,2,1,35,16
2,2,3,1,58,17
2,0,2,1,113,18
2,2,2,1,28,19
2,3,3,1,110,20
2,0,2,0,104,21
2,3,3,1,45,22
2,3,3,1,50,23
2,1,3,1,26,24
2,3,3,1,55,25
2,0,3,1,88,26
2,2,3,1,82,27
2,3,3,1,112,28
2,2,3,1,95,29
2,2,2,1,36,30
2,0,3,1,74,31
2,2,3,1,89,32
2,2,2,0,1,33
2,3,3,1,27,34
2,2,2,0,46,35
2,0,2,1,40,36
2,2,2,1,73,37
2,3,2,1,103,38
2,3,2,0,109,39
2,0,3,1,111,40
2,1,3,1,96,41
2,3,3,1,31,42
2,2,3,1,80,43
2,2,3,1,98,44
2,0,3,1,61,45
2,1,3,1,44,46
2,0,3,1,99,47
2,1,3,1,14,48
2,3,3,1,4,49
2,0,3,1,57,50
2,3,3,1,16,51
2,2,2,1,8,52
2,1,3,1,92,53
2,3,2,0,22,54
2,1,3,1,70,55
2,3,3,1,75,56
2,2,3,1,51,57
2,2,3,1,32,58
2,1,3,1,97,59
2,2,3,1,105,60
2,1,2,1,94,61
2,1,3,1,30,62
2,1,3,1,39,63
2,2,3,1,9,64
2,3,3,1,23,65
2,3,3,1,77,66
2,0,3,1,15,67
2,1,3,1,117,68
2,2,3,1,76,69
2,1,3,1,85,70
2,3,3,1,87,71
2,1,3,1,20,72
2,0,2,0,119,73
2,0,3,1,41,74
2,2,3,1,48,75
2,0,3,1,10,76
2,2,3,1,91,77
2,0,3,1,52,78
2,3,3,1,18,79
2,3,3,1,49,80
2,3,3,1,60,81
2,1,3,1,21,82
2,1,3,1,65,83
2,2,2,1,43,84
2,1,3,1,64,85
2,0,3,1,12,86
2,3,3,1,107,87
2,3,3,1,13,88
2,3,3,1,102,89
2,0,3,1,11,90
2,2,3,1,115,91
2,3,3,1,71,92
2,1,3,1,78,93
2,1,3,1,56,94
2,0,3,1,63,95
2,1,3,1,100,96
2,3,3,1,38,97
2,0,3,1,19,98
2,2,3,1,66,99
2,2,3,1,79,100
2,1,3,1,90,101
2,0,3,1,59,102
2,1,3,1,2,103
2,3,3,1,7,104
2,1,3,1,29,105
2,1,3,1,62,106
2,3,3,1,24,107
2,1,3,1,17,108
2,0,3,1,5,109
2,1,3,1,108,110
2,0,3,1,114,111
2,2,3,1,83,112
2,2,3,1,42,113
2,2,3,1,93,114
2,3,3,1,37,115
2,1,3,1,120,116
2,1,3,1,68,117
2,0,3,1,72,118
2,0,3,1,101,119
2,0,3,1,53,120
2,3,3,1,112,121
2,1,3,1,92,122
2,0,3,0,12,123
2,3,3,1,107,124
2,1,3,1,78,125
2,0,3,1,113,126
2,0,3,1,81,127
2,3,3,1,103,128
2,3,3,1,75,129
2,1,3,1,108,130
2,3,3,1,23,131
2,0,3,1,74,132
2,2,3,1,76,133
2,1,3,1,69,134
2,0,3,1,15,135
2,0,3,1,104,136
2,1,3,1,68,137
2,1,3,1,70,138
2,1,3,1,94,139
2,3,3,1,3,140
2,0,3,1,52,141
2,1,3,1,100,142
2,0,3,1,63,143
2,0,3,1,41,144
2,0,3,1,106,145
2,2,3,1,73,146
2,0,3,1,53,147
2,1,3,1,117,148
2,0,3,1,57,149
2,2,3,1,28,150
2,2,3,1,91,151
2,1,3,1,120,152
2,1,3,1,90,153
2,2,3,1,58,154
2,1,3,1,64,155
2,2,3,1,1,156
2,3,3,1,87,157
2,0,3,1,86,158
2,3,3,1,50,159
2,2,3,1,36,160
2,1,3,1,62,161
2,1,3,1,29,162
2,2,3,1,115,163
2,3,3,1,18,164
2,3,3,1,45,165
2,3,3,1,35,166
2,2,3,1,43,167
2,2,3,1,83,168
2,0,3,1,33,169
2,0,3,1,10,170
2,3,3,1,38,171
2,3,3,1,71,172
2,2,3,1,98,173
2,1,3,1,65,174
2,0,3,1,101,175
2,0,3,1,118,176
2,0,3,1,19,177
2,0,3,1,59,178
2,2,3,1,84,179
2,3,3,1,13,180
2,3,3,0,109,181
2,2,3,1,9,182
2,2,3,1,89,183
2,3,3,1,77,184
2,3,3,1,4,185
2,2,3,1,32,186
2,3,3,1,55,187
2,1,3,1,17,188
2,3,3,1,49,189
2,0,3,1,11,190
2,3,3,1,37,191
2,3,3,1,7,192
2,1,3,1,30,193
2,0,3,1,40,194
2,0,3,1,72,195
2,3,3,1,110,196
2,1,3,1,26,197
2,2,3,1,51,198
2,3,3,1,34,199
2,2,2,1,8,200
2,0,3,1,61,201
2,1,3,1,20,202
2,3,2,0,22,203
2,3,2,1,60,204
2,2,2,0,93,205
2,0,2,1,67,206
2,1,2,0,85,207
2,2,3,1,79,208
2,1,3,1,21,209
2,1,2,1,116,210
2,1,2,1,25,211
2,2,2,1,6,212
2,2,3,1,47,213
2,2,2,1,54,214
2,0,2,1,5,215
2,3,3,1,27,216
2,3,2,1,31,217
2,0,3,1,88,218
2,1,2,1,39,219
2,3,2,1,24,220
2,2,2,1,95,221
2,1,2,0,56,222
2,2,1,1,46,223
2,3,1,0,16,224
2,2,2,1,80,225
2,0,2,1,111,226
2,3,2,1,102,227
2,2,3,1,105,228
2,2,2,1,42,229
2,0,1,0,119,230
2,0,2,1,114,231
2,2,2,1,82,232
2,2,2,1,48,233
2,1,2,1,97,234
2,2,2,1,66,235
2,1,1,1,96,236
2,1,3,1,2,237
2,1,1,1,44,238
2,1,NaN,1,14,239
2,0,2,1,99,240
2,1,2,1,21,241
2,1,2,1,39,242
2,0,2,1,72,243
2,0,2,0,10,244
2,2,2,1,83,245
2,2,2,1,95,246
2,1,1,1,92,247
2,1,2,1,100,248
2,0,0,0,63,249
2,0,2,1,81,250
2,1,2,0,20,251
2,1,1,1,96,252
2,3,1,0,109,253
2,0,1,1,52,254
2,3,1,1,7,255
2,1,1,1,25,256
2,3,1,1,50,257
2,1,1,0,26,258
2,0,1,1,99,259
2,3,1,1,4,260
2,3,1,1,112,261
2,1,1,1,85,262
2,3,2,1,3,263
2,0,1,1,11,264
2,3,1,1,24,265
2,2,2,1,58,266
2,1,1,1,94,267
2,2,1,1,28,268
2,3,2,1,45,269
2,2,2,1,47,270
2,0,1,1,74,271
2,3,1,1,31,272
2,0,3,0,119,273
2,2,2,1,6,274
2,1,1,1,78,275
2,1,3,1,97,276
2,0,2,1,33,277
2,3,2,1,77,278
2,2,2,1,79,279
2,2,2,1,8,280
2,3,1,1,110,281
2,1,2,1,30,282
2,2,1,1,51,283
2,3,1,1,75,284
2,2,2,1,46,285
2,1,2,1,117,286
2,2,2,1,54,287
2,1,2,1,70,288
2,1,3,1,69,289
2,0,3,1,88,290
2,1,2,1,65,291
2,2,2,1,93,292
2,0,2,1,114,293
2,0,2,1,5,294
2,2,2,1,73,295
2,1,2,1,108,296
2,3,2,0,22,297
2,2,2,1,98,298
2,0,2,0,86,299
2,2,2,1,105,300
2,1,2,1,14,301
2,0,2,1,67,302
2,1,2,1,17,303
2,3,1,0,16,304
2,2,1,0,76,305
2,0,1,1,40,306
2,3,2,1,60,307
2,2,2,1,89,308
2,0,2,1,53,309
2,3,2,1,13,310
2,3,1,1,71,311
2,0,1,1,104,312
2,1,2,1,29,313
2,3,1,1,87,314
2,2,2,1,115,315
2,2,1,1,1,316
2,3,1,1,37,317
2,2,1,1,66,318
2,3,1,1,107,319
2,3,1,1,27,320
2,0,1,0,12,321
2,0,2,1,118,322
2,2,2,1,36,323
2,2,2,1,91,324
2,2,2,1,42,325
2,3,2,1,23,326
2,2,2,1,43,327
2,2,3,1,80,328
2,1,3,1,90,329
2,3,3,1,18,330
2,3,3,1,49,331
2,3,3,1,55,332
2,1,3,0,56,333
2,0,3,1,106,334
2,1,2,1,116,335
2,3,3,1,103,336
2,1,2,1,64,337
2,0,2,1,19,338
2,2,1,1,48,339
2,3,1,1,38,340
2,0,3,1,61,341
2,0,2,1,15,342
2,0,3,1,111,343
2,0,1,0,59,344
2,1,1,1,120,345
2,3,2,1,34,346
2,1,3,1,2,347
2,0,3,1,57,348
2,3,3,1,102,349
2,2,3,1,32,350
2,1,2,1,62,351
2,2,2,1,82,352
2,0,2,1,113,353
2,2,3,1,9,354
2,3,3,1,35,355
2,0,3,1,101,356
2,0,3,1,41,357
2,1,2,1,44,358
2,2,3,1,84,359
2,1,1,0,68,360
3,2,3,1,79,1
3,3,3,1,77,2
3,1,3,1,100,3
3,3,2,1,29,4
3,2,1,0,72,5
3,0,1,0,107,6
3,2,3,1,105,7
3,2,1,0,40,8
3,3,2,1,98,9
3,2,1,0,70,10
3,0,0,0,69,11
3,1,3,1,78,12
3,1,2,1,82,13
3,0,1,0,64,14
3,3,1,0,112,15
3,3,1,0,16,16
3,2,2,1,110,17
3,0,1,0,68,18
3,3,3,1,27,19
3,2,2,1,36,20
3,1,3,1,39,21
3,0,2,1,6,22
3,2,1,0,118,23
3,2,1,0,96,24
3,0,1,0,38,25
3,0,2,1,80,26
3,0,1,0,50,27
3,1,2,0,86,28
3,0,2,1,42,29
3,0,0,0,52,30
3,3,1,0,10,31
3,3,3,1,53,32
3,0,2,0,119,33
3,0,1,0,101,34
3,1,1,0,74,35
3,2,1,0,73,36
3,3,1,0,90,37
3,3,2,0,21,38
3,3,3,1,61,39
3,0,1,0,93,40
3,1,1,0,89,41
3,1,1,0,116,42
3,1,2,0,19,43
3,0,0,0,12,44
3,2,2,1,60,45
3,2,1,0,108,46
3,2,2,1,85,47
3,3,0,0,63,48
3,1,0,0,24,49
3,2,2,1,14,50
3,1,2,1,23,51
3,3,1,0,2,52
3,3,1,0,7,53
3,1,3,1,51,54
3,1,1,0,33,55
3,3,1,0,95,56
3,3,3,0,114,57
3,3,1,0,18,58
3,0,0,0,25,59
3,1,1,0,113,60
3,0,1,0,48,61
3,2,0,0,56,62
3,3,1,0,65,63
3,1,2,0,30,64
3,3,1,0,5,65
3,0,2,0,59,66
3,3,1,0,120,67
3,2,1,0,31,68
3,3,1,0,54,69
3,3,1,0,20,70
3,0,1,0,41,71
3,0,1,0,87,72
3,0,1,0,1,73
3,2,3,1,17,74
3,1,3,1,45,75
3,3,3,1,97,76
3,1,3,0,67,77
3,3,1,0,4,78
3,0,3,1,49,79
3,1,0,0,28,80
3,2,1,0,111,81
3,0,3,1,58,82
3,1,3,1,88,83
3,2,2,1,103,84
3,2,1,0,15,85
3,0,2,0,117,86
3,3,1,0,3,87
3,2,1,0,47,88
3,1,1,0,75,89
3,1,0,0,81,90
3,1,1,0,115,91
3,1,3,1,35,92
3,2,1,0,55,93
3,1,1,0,84,94
3,2,3,1,34,95
3,1,1,0,94,96
3,2,0,0,66,97
3,2,3,1,99,98
3,2,2,1,91,99
3,1,3,1,57,100
3,1,0,0,11,101
3,2,1,0,43,102
3,3,3,1,8,103
3,3,1,0,76,104
3,0,1,0,37,105
3,2,3,1,102,106
3,3,2,1,62,107
3,0,2,1,13,108
3,2,0,0,104,109
3,0,3,1,71,110
3,1,0,0,46,111
3,3,2,0,32,112
3,1,1,0,44,113
3,0,1,0,106,114
3,0,0,0,26,115
3,3,3,1,9,116
3,0,2,0,109,117
3,1,1,0,92,118
3,2,1,0,83,119
3,0,1,0,22,120
3,3,3,1,97,121
3,2,1,0,96,122
3,0,3,1,42,123
3,2,3,1,111,124
3,0,1,0,68,125
3,0,3,1,80,126
3,0,1,0,1,127
3,1,3,1,82,128
3,1,3,1,67,129
3,1,3,1,45,130
3,3,3,1,112,131
3,0,3,1,59,132
3,3,2,0,5,133
3,3,3,0,90,134
3,3,3,1,120,135
3,2,3,1,14,136
3,0,3,1,64,137
3,1,2,0,92,138
3,2,3,1,103,139
3,3,1,0,54,140
3,3,3,1,29,141
3,0,0,0,25,142
3,0,2,0,119,143
3,3,2,0,95,144
3,0,1,0,109,145
3,2,0,0,72,146
3,1,1,0,44,147
3,0,2,0,117,148
3,0,3,1,6,149
3,0,1,0,69,150
3,2,3,1,60,151
3,3,3,1,4,152
3,0,3,1,49,153
3,2,3,1,108,154
3,3,3,1,77,155
3,3,0,0,76,156
3,2,3,1,83,157
3,1,3,1,116,158
3,3,3,1,9,159
3,3,3,1,27,160
3,2,3,1,36,161
3,2,3,1,73,162
3,3,3,1,7,163
3,2,0,0,104,164
3,1,3,1,75,165
3,2,3,1,43,166
3,3,1,0,3,167
3,1,0,0,46,168
3,1,3,1,74,169
3,2,1,0,15,170
3,1,3,1,94,171
3,1,3,1,11,172
3,1,3,1,78,173
3,2,3,1,34,174
3,2,1,0,55,175
3,2,0,0,56,176
3,2,3,1,99,177
3,2,0,0,66,178
3,0,1,0,107,179
3,1,2,0,24,180
3,3,3,0,61,181
3,1,3,1,23,182
3,2,3,1,85,183
3,0,3,1,41,184
3,0,3,1,106,185
3,0,3,1,13,186
3,0,3,1,101,187
3,3,0,0,63,188
3,0,3,1,71,189
3,3,0,0,20,190
3,3,3,1,16,191
3,0,3,1,58,192
3,2,2,1,91,193
3,2,3,1,110,194
3,0,3,1,87,195
3,1,3,1,39,196
3,1,3,1,81,197
3,1,3,1,89,198
3,1,3,1,19,199
3,2,3,1,105,200
3,1,3,1,35,201
3,1,3,1,51,202
3,1,3,1,100,203
3,3,3,1,65,204
3,1,3,1,84,205
3,0,3,1,50,206
3,0,2,1,93,207
3,2,3,1,79,208
3,3,3,1,32,209
3,3,3,1,114,210
3,2,3,1,47,211
3,2,3,1,70,212
3,3,3,1,98,213
3,3,3,1,2,214
3,2,3,1,31,215
3,0,3,1,48,216
3,1,3,1,30,217
3,0,2,1,22,218
3,2,3,1,40,219
3,0,2,1,38,220
3,3,3,1,8,221
3,0,2,1,12,222
3,1,3,1,86,223
3,3,3,1,10,224
3,2,3,1,102,225
3,3,3,1,21,226
3,3,3,1,53,227
3,1,3,1,113,228
3,3,3,1,62,229
3,1,0,0,28,230
3,2,3,1,17,231
3,0,2,0,52,232
3,2,0,0,118,233
3,0,1,0,37,234
3,1,3,1,88,235
3,1,3,1,33,236
3,1,3,1,57,237
3,1,3,1,115,238
3,3,3,1,18,239
3,0,2,0,26,240
3,1,3,1,82,241
3,1,2,1,92,242
3,2,0,0,66,243
3,0,2,1,12,244
3,2,3,1,14,245
3,2,1,0,118,246
3,1,3,1,19,247
3,0,3,1,58,248
3,2,3,1,102,249
3,3,3,1,7,250
3,1,1,0,28,251
3,0,1,0,71,252
3,3,3,1,27,253
3,3,3,1,76,254
3,3,3,1,63,255
3,3,3,0,61,256
3,2,3,1,34,257
3,0,1,0,52,258
3,2,3,1,17,259
3,0,2,1,69,260
3,1,3,1,116,261
3,0,3,1,25,262
3,0,3,1,93,263
3,2,3,1,83,264
3,1,3,1,115,265
3,1,3,1,33,266
3,0,2,1,38,267
3,2,3,1,73,268
3,1,3,1,30,269
3,2,3,1,31,270
3,1,3,1,94,271
3,2,3,1,110,272
3,3,3,1,53,273
3,2,3,1,105,274
3,2,3,1,43,275
3,3,2,0,54,276
3,3,3,1,77,277
3,2,3,1,60,278
3,3,3,1,16,279
3,0,3,1,49,280
3,1,3,1,67,281
3,1,3,1,11,282
3,1,3,1,100,283
3,2,3,1,99,284
3,0,3,1,117,285
3,3,3,1,4,286
3,2,3,1,72,287
3,1,3,1,78,288
3,2,3,1,47,289
3,3,3,1,8,290
3,0,3,1,119,291
3,2,3,1,15,292
3,0,3,1,50,293
3,0,3,1,13,294
3,1,3,1,89,295
3,2,3,1,55,296
3,3,3,1,32,297
3,0,3,1,48,298
3,3,3,1,3,299
3,3,3,1,114,300
3,1,3,1,74,301
3,1,3,1,24,302
3,0,3,1,68,303
3,2,3,1,111,304
3,1,3,1,45,305
3,1,3,1,84,306
3,2,3,1,40,307
3,3,3,1,29,308
3,0,3,1,59,309
3,2,3,1,103,310
3,3,3,1,120,311
3,3,1,0,20,312
3,1,3,1,75,313
3,1,3,1,23,314
3,0,3,1,101,315
3,0,3,1,37,316
3,3,3,1,2,317
3,2,3,1,108,318
3,0,1,0,22,319
3,1,3,1,88,320
3,3,3,1,9,321
3,2,3,1,56,322
3,3,3,1,10,323
3,1,3,1,86,324
3,1,3,1,57,325
3,3,3,1,5,326
3,1,3,1,35,327
3,1,3,1,51,328
3,2,3,1,79,329
3,3,3,1,98,330
3,3,3,1,90,331
3,0,1,0,26,332
3,0,3,1,41,333
3,1,3,1,39,334
3,1,3,1,44,335
3,2,3,1,96,336
3,3,3,1,18,337
3,1,3,1,113,338
3,0,1,0,1,339
3,2,3,1,91,340
3,3,3,1,21,341
3,0,3,1,6,342
3,0,1,0,64,343
3,3,3,1,95,344
3,3,2,1,62,345
3,2,0,0,104,346
3,1,0,0,81,347
3,3,3,1,97,348
3,0,3,1,42,349
3,2,3,1,85,350
3,0,3,1,80,351
3,1,3,1,46,352
3,0,1,0,109,353
3,2,3,1,70,354
3,2,3,1,36,355
3,3,3,1,112,356
3,0,3,1,107,357
3,3,3,1,65,358
3,0,3,1,106,359
3,0,3,1,87,360
4,3,3,1,81,1
4,1,3,1,27,2
4,0,3,1,106,3
4,2,3,1,36,4
4,0,3,1,118,5
4,3,3,1,70,6
4,3,3,1,58,7
4,1,3,1,100,8
4,2,3,1,2,9
4,3,3,1,8,10
4,3,3,1,43,11
4,2,3,1,41,12
4,0,3,1,111,13
4,0,3,1,119,14
4,2,3,1,5,15
4,0,3,1,69,16
4,2,3,1,35,17
4,0,2,0,37,18
4,1,3,1,66,19
4,2,3,1,78,20
4,1,2,0,60,21
4,3,3,1,86,22
4,2,3,1,93,23
4,2,3,1,83,24
4,0,3,1,65,25
4,3,3,1,13,26
4,1,2,0,101,27
4,0,3,1,11,28
4,3,3,1,40,29
4,2,3,1,47,30
4,1,2,0,112,31
4,2,3,1,38,32
4,3,3,1,21,33
4,1,3,1,108,34
4,0,2,0,7,35
4,3,2,0,96,36
4,2,2,1,48,37
4,1,2,0,26,38
4,1,3,1,77,39
4,0,2,1,87,40
4,1,3,1,85,41
4,0,3,1,45,42
4,0,2,0,14,43
4,2,3,1,113,44
4,2,0,0,56,45
4,0,3,0,89,46
4,3,3,1,19,47
4,2,0,0,104,48
4,0,2,0,30,49
4,2,2,1,24,50
4,1,3,1,99,51
4,2,2,0,63,52
4,2,2,0,3,53
4,3,2,0,84,54
4,0,2,1,68,55
4,0,2,1,52,56
4,0,2,1,98,57
4,0,2,0,29,58
4,3,2,1,61,59
4,3,2,1,51,60
4,3,3,1,34,61
4,1,2,0,88,62
4,0,2,1,73,63
4,2,3,1,67,64
4,3,3,1,39,65
4,0,2,1,4,66
4,1,2,0,42,67
4,2,2,1,94,68
4,2,2,0,28,69
4,1,1,0,44,70
4,3,2,0,116,71
4,1,2,1,105,72
4,3,3,1,115,73
4,0,2,1,31,74
4,3,2,1,91,75
4,2,1,0,109,76
4,2,2,1,79,77
4,0,1,0,75,78
4,0,1,0,76,79
4,3,2,1,72,80
4,1,0,0,12,81
4,2,2,1,49,82
